evidence_id	claim_id	source_id	stance	value	citation	method	independence_notes	valid_from	valid_to	notes
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774364:region	check:7774364/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Weeping"""	greenfield/eldenring/data.py:LOCATIONS['Weeping'] ap_id=7774364	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774365:identity	check:7774365/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774365,""flag"":1044347040,""id"":1044347040,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774365 flag=1044347040	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774365:region	check:7774365/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Weeping"""	greenfield/eldenring/data.py:LOCATIONS['Weeping'] ap_id=7774365	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774366:identity	check:7774366/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774366,""flag"":1044347050,""id"":1044347050,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774366 flag=1044347050	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774366:region	check:7774366/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Weeping"""	greenfield/eldenring/data.py:LOCATIONS['Weeping'] ap_id=7774366	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774367:identity	check:7774367/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774367,""flag"":1044347060,""id"":1044347060,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774367 flag=1044347060	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774367:region	check:7774367/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Weeping"""	greenfield/eldenring/data.py:LOCATIONS['Weeping'] ap_id=7774367	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774368:identity	check:7774368/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774368,""flag"":1044347070,""id"":1044347070,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774368 flag=1044347070	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774368:region	check:7774368/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Weeping"""	greenfield/eldenring/data.py:LOCATIONS['Weeping'] ap_id=7774368	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774369:identity	check:7774369/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774369,""flag"":1044347080,""id"":1044347080,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774369 flag=1044347080	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774369:region	check:7774369/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Weeping"""	greenfield/eldenring/data.py:LOCATIONS['Weeping'] ap_id=7774369	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774370:identity	check:7774370/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774370,""flag"":1044347100,""id"":1044347100,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774370 flag=1044347100	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774370:region	check:7774370/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Weeping"""	greenfield/eldenring/data.py:LOCATIONS['Weeping'] ap_id=7774370	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774371:identity	check:7774371/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774371,""flag"":1044357010,""id"":1044357010,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774371 flag=1044357010	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774371:region	check:7774371/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774371	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774372:identity	check:7774372/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774372,""flag"":1044357020,""id"":1044357020,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774372 flag=1044357020	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774372:region	check:7774372/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774372	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774373:identity	check:7774373/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774373,""flag"":1044357030,""id"":1044357030,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774373 flag=1044357030	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774373:region	check:7774373/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774373	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774374:identity	check:7774374/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774374,""flag"":1044357040,""id"":1044357040,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774374 flag=1044357040	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774374:region	check:7774374/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774374	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774375:identity	check:7774375/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774375,""flag"":1044357050,""id"":1044357050,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774375 flag=1044357050	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774375:region	check:7774375/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774375	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774376:identity	check:7774376/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774376,""flag"":1044357060,""id"":1044357060,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774376 flag=1044357060	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774376:region	check:7774376/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774376	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774377:identity	check:7774377/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774377,""flag"":1044357070,""id"":1044357070,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774377 flag=1044357070	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774377:region	check:7774377/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774377	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774378:identity	check:7774378/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774378,""flag"":1044357900,""id"":1044357900,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774378 flag=1044357900	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
