flag,flag_source,item_name,region,method,confidence
2046477950,enemy_lot,Revered Spirit Ash,Global / Common-event (unplaced),global,low
2046477955,enemy_lot,Spirit Calculus,Global / Common-event (unplaced),global,low
2046477960,enemy_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2046477970,enemy_lot,Fire Spritestone,Global / Common-event (unplaced),global,low
2047377000,map_lot,Whiteflesh Mushroom,Global / Common-event (unplaced),global,low
2047387000,map_lot,Grave Glovewort [7],Global / Common-event (unplaced),global,low
2047387010,map_lot,Grave Glovewort [9],Global / Common-event (unplaced),global,low
2047397070,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2047397995,enemy_lot,Starlight Shards,Global / Common-event (unplaced),global,low
2047407000,map_lot,Glass Shard,Global / Common-event (unplaced),global,low
2047407010,map_lot,Black Pyrefly,Global / Common-event (unplaced),global,low
2047407020,map_lot,Arrow,Global / Common-event (unplaced),global,low
2047407030,map_lot,Lump of Flesh,Global / Common-event (unplaced),global,low
2047407100,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2047407710,map_lot,Herbalist's Bell Bearing,Global / Common-event (unplaced),global,low
2047407900,map_lot,Larval Tear,Global / Common-event (unplaced),global,low
2047407980,map_lot,,Global / Common-event (unplaced),global,low
2047417000,map_lot,Black Pyrefly,Global / Common-event (unplaced),global,low
2047417010,map_lot,Shadow Realm Rune [2],Global / Common-event (unplaced),global,low
2047417020,map_lot,Furlcalling Finger Remedy,Global / Common-event (unplaced),global,low
2047417030,map_lot,Redflesh Mushroom,Global / Common-event (unplaced),global,low
2047417060,map_lot,Black Pyrefly,Global / Common-event (unplaced),global,low
2047417100,map_lot,Thin Beast Bones,Global / Common-event (unplaced),global,low
2047417110,map_lot,Mushroom-Seller's Bell Bearing [2],Global / Common-event (unplaced),global,low
2047417700,map_lot,Revered Spirit Ash,Global / Common-event (unplaced),global,low
2047417800,map_lot,Blade of Mercy,Global / Common-event (unplaced),global,low
2047417995,enemy_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2047427000,map_lot,Grave Glovewort [3],Global / Common-event (unplaced),global,low
2047427030,map_lot,Somber Smithing Stone [4],Global / Common-event (unplaced),global,low
2047427040,map_lot,Somber Smithing Stone [6],Global / Common-event (unplaced),global,low
2047427700,map_lot,,Global / Common-event (unplaced),global,low
2047427950,enemy_lot,Smithing Stone [8],Global / Common-event (unplaced),global,low
2047437980,map_lot,Horned Bairn,Global / Common-event (unplaced),global,low
2047447010,map_lot,Black Pyrefly,Global / Common-event (unplaced),global,low
2047447020,map_lot,Somber Smithing Stone [1],Global / Common-event (unplaced),global,low
2047447030,map_lot,Broken Rune,Global / Common-event (unplaced),global,low
2047447040,map_lot,Glintslab Firefly,Global / Common-event (unplaced),global,low
2047447050,map_lot,Flight Pinion,Global / Common-event (unplaced),global,low
2047447060,map_lot,Silver-Pickled Fowl Foot,Global / Common-event (unplaced),global,low
2047447070,map_lot,Somber Smithing Stone [3],Global / Common-event (unplaced),global,low
2047447080,map_lot,Somber Smithing Stone [6],Global / Common-event (unplaced),global,low
2047447090,map_lot,[Sorcery] Glintblade Trio,Global / Common-event (unplaced),global,low
2047447100,map_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
2047447110,map_lot,Glintslab Firefly,Global / Common-event (unplaced),global,low
2047447120,map_lot,Dewgem,Global / Common-event (unplaced),global,low
2047447130,map_lot,Somber Smithing Stone [1],Global / Common-event (unplaced),global,low
2047447140,map_lot,Arrow,Global / Common-event (unplaced),global,low
2047447150,map_lot,Bolt,Global / Common-event (unplaced),global,low
2047447160,map_lot,Shadow Realm Rune [2],Global / Common-event (unplaced),global,low
2047447170,map_lot,Glintslab Firefly,Global / Common-event (unplaced),global,low
2047447190,map_lot,Spelldrake Talisman +3,Global / Common-event (unplaced),global,low
2047447200,map_lot,Drawstring Royal Magic Grease,Global / Common-event (unplaced),global,low
2047447210,map_lot,Knot Resin,Global / Common-event (unplaced),global,low
2047447600,map_lot,Shadow Realm Rune [4],Global / Common-event (unplaced),global,low
2047447610,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
2047447620,map_lot,Shadow Realm Rune [2],Global / Common-event (unplaced),global,low
2047447700,map_lot,Rellana's Cameo,Global / Common-event (unplaced),global,low
2047447710,map_lot,Castle Cross Message,Global / Common-event (unplaced),global,low
2047447720,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2047447730,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
2047447750,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2047447800,map_lot,Milady,Global / Common-event (unplaced),global,low
2047447820,map_lot,Carian Sorcery Sword,Global / Common-event (unplaced),global,low
2047447830,map_lot,Wolf Crest Shield,Global / Common-event (unplaced),global,low
2047447840,map_lot,Firespark Perfume Bottle,Global / Common-event (unplaced),global,low
2047447900,map_lot,Somber Smithing Stone [9],Global / Common-event (unplaced),global,low
2047447901,map_lot,Royal Magic Grease,Global / Common-event (unplaced),global,low
2047457000,map_lot,Black Pyrefly,Global / Common-event (unplaced),global,low
2047457010,map_lot,Smithing Stone [3],Global / Common-event (unplaced),global,low
2047457020,map_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
2047457040,map_lot,Messmerfire Grease,Global / Common-event (unplaced),global,low
2047457070,map_lot,Redflesh Mushroom,Global / Common-event (unplaced),global,low
2047457080,map_lot,Fire Arrow,Global / Common-event (unplaced),global,low
2047457180,map_lot,Grave Glovewort [4],Global / Common-event (unplaced),global,low
2047457700,map_lot,Smithing Stone [8],Global / Common-event (unplaced),global,low
2047457800,map_lot,Larval Tear,Global / Common-event (unplaced),global,low
2047457900,map_lot,Serpent Flail,Global / Common-event (unplaced),global,low
2047457910,map_lot,Arrow's Soaring Sting Talisman,Global / Common-event (unplaced),global,low
2047457920,map_lot,Smithing Stone [7],Global / Common-event (unplaced),global,low
2047467000,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
2047467010,map_lot,Rauh Burrow,Global / Common-event (unplaced),global,low
2047467030,map_lot,Rauh Burrow,Global / Common-event (unplaced),global,low
2047467500,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2047477010,map_lot,Golden Horn Tender,Global / Common-event (unplaced),global,low
2047477020,map_lot,Spirit Calculus,Global / Common-event (unplaced),global,low
2047477030,map_lot,Sacred Bloody Flesh,Global / Common-event (unplaced),global,low
2047477040,map_lot,Sanguine Amaryllis,Global / Common-event (unplaced),global,low
2047477050,map_lot,Smithing Stone [7],Global / Common-event (unplaced),global,low
2047477070,map_lot,Shadow Realm Rune [3],Global / Common-event (unplaced),global,low
2047477900,map_lot,Pearl Shield Talisman,Global / Common-event (unplaced),global,low
2047477950,enemy_lot,Bloodfiend's Sacred Spear,Global / Common-event (unplaced),global,low
2047477995,enemy_lot,Sacred Bloody Flesh,Global / Common-event (unplaced),global,low
2048417980,map_lot,Black Steel Greathammer,Global / Common-event (unplaced),global,low
2048427000,map_lot,Festive Grease,Global / Common-event (unplaced),global,low
2048427020,map_lot,Gravebird Bracelets,Global / Common-event (unplaced),global,low
2048427900,map_lot,Larval Tear,Global / Common-event (unplaced),global,low
2048467701,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2048467710,map_lot,Black Steel Twinblade,Global / Common-event (unplaced),global,low
2049397000,map_lot,Red Fulgurbloom,Global / Common-event (unplaced),global,low
2049427000,map_lot,Talisman of the Dread,Global / Common-event (unplaced),global,low
2049427010,map_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
2049427700,map_lot,Swollen Grape,Global / Common-event (unplaced),global,low
2049427720,map_lot,Swollen Grape,Global / Common-event (unplaced),global,low
2049437610,map_lot,Fireproof Pickled Liver,Global / Common-event (unplaced),global,low
2049437900,map_lot,Broken Rune,Global / Common-event (unplaced),global,low
2049437901,map_lot,Shadow Realm Rune [2],Global / Common-event (unplaced),global,low
2049437902,map_lot,Shadow Realm Rune [3],Global / Common-event (unplaced),global,low
2049437910,map_lot,Broken Rune,Global / Common-event (unplaced),global,low
2049437911,map_lot,Shadow Realm Rune [2],Global / Common-event (unplaced),global,low
2049437912,map_lot,Shadow Realm Rune [3],Global / Common-event (unplaced),global,low
2049437920,map_lot,Blessed Bone Shard,Global / Common-event (unplaced),global,low
2049437930,map_lot,Blessed Bone Shard,Global / Common-event (unplaced),global,low
2049437940,map_lot,Iris of Occultation,Global / Common-event (unplaced),global,low
2049440990,enemy_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2049447020,map_lot,Shadow Sunflower,Global / Common-event (unplaced),global,low
2049447030,map_lot,String,Global / Common-event (unplaced),global,low
2049447040,map_lot,Shadow Realm Rune [3],Global / Common-event (unplaced),global,low
2049447050,map_lot,Golden Horn Tender,Global / Common-event (unplaced),global,low
2049447060,map_lot,Whiteflesh Mushroom,Global / Common-event (unplaced),global,low
2049447070,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
2049447090,map_lot,Shattered Stone Talisman,Global / Common-event (unplaced),global,low
2049447500,map_lot,Revered Spirit Ash,Global / Common-event (unplaced),global,low
2049447530,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2049447900,map_lot,[Sorcery] Golden Arcs,Global / Common-event (unplaced),global,low
2049457000,map_lot,Shadow Sunflower,Global / Common-event (unplaced),global,low
2049457010,map_lot,Shadow Realm Rune [3],Global / Common-event (unplaced),global,low
2049457050,map_lot,Four-Toed Fowl Foot,Global / Common-event (unplaced),global,low
2049457200,map_lot,Leather Crown,Global / Common-event (unplaced),global,low
2049457500,map_lot,[Incantation] Heal from Afar,Global / Common-event (unplaced),global,low
2049457510,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2049467010,map_lot,Gravebird Anklets,Global / Common-event (unplaced),global,low
2049467510,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2049467520,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2049467530,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2049467540,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2049467550,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2049467560,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2049467570,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2049467580,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2049467590,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2049467600,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2049467900,map_lot,Larval Tear,Global / Common-event (unplaced),global,low
2049477000,map_lot,Furnace Keeper's Note,Global / Common-event (unplaced),global,low
2049477500,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2049477510,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2049487000,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2049490900,enemy_lot,Gaius's Greaves,Global / Common-event (unplaced),global,low
2049497500,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2049497510,map_lot,Sharpshot Talisman,Global / Common-event (unplaced),global,low
2049497520,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2049497530,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2049497540,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2049497550,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2050407000,map_lot,Crimson Seed Talisman +1,Global / Common-event (unplaced),global,low
2050417700,map_lot,Swollen Grape,Global / Common-event (unplaced),global,low
2050427700,map_lot,Swollen Grape,Global / Common-event (unplaced),global,low
2050447740,map_lot,Somber Smithing Stone [8],Global / Common-event (unplaced),global,low
2050457000,map_lot,Thin Beast Bones,Global / Common-event (unplaced),global,low
2050457020,map_lot,Dryleaf Seal,Global / Common-event (unplaced),global,low
2050457060,map_lot,Fly Mold,Global / Common-event (unplaced),global,low
2050457080,map_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
2050457510,map_lot,O Mother,Global / Common-event (unplaced),global,low
2050457730,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2050467500,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2050467510,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2050477010,map_lot,Grave Glovewort [6],Global / Common-event (unplaced),global,low
2050477020,map_lot,Blessed Bone Shard,Global / Common-event (unplaced),global,low
2051417000,map_lot,Ghost Glovewort [7],Global / Common-event (unplaced),global,low
2051417700,map_lot,Aged One's Exultation,Global / Common-event (unplaced),global,low
2051417710,map_lot,Swollen Grape,Global / Common-event (unplaced),global,low
2051427000,map_lot,Shadow Realm Rune [7],Global / Common-event (unplaced),global,low
2051447000,map_lot,Tooth Whip,Global / Common-event (unplaced),global,low
2051447010,map_lot,Nascent Butterfly,Global / Common-event (unplaced),global,low
2051447020,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
2051447030,map_lot,Fly Mold,Global / Common-event (unplaced),global,low
2051447040,map_lot,Scorpion Liver,Global / Common-event (unplaced),global,low
2051447500,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2051447510,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2051457000,map_lot,Glinting Nail,Global / Common-event (unplaced),global,low
2051457530,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
